Location,All Summary Offenses,Criminal Homicide,Murder and Nonnegligent Homicide,Manslaughter by Negligence,Forcible Rape Total,Rape by Force,Attempts to commit Forcible Rape,Robbery Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Strong-Arm (Hands, Fists, Feet, Etc.)",Assault Total,Aggravated Assault Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Hands, Fists, Feet, Etc. - Aggravated injury","Other Assaults - Simple, Not Aggravated",Burglary Total,Forcible Entry,Unlawful Entry - No Force,Attempted Forcible Entry,Larceny - Theft Total,Motor Vehicle Theft Total,Autos,Trucks and Buses,Other Vehicles,Arson,Human Trafficking - Commercial Sex Act,Human Trafficking - Involuntary Servitude,Year
Swampscott,9.96,,,,,,,0.13,,,0.06,0.06,2.73,0.25,,0.06,0.13,0.06,2.47,0.76,0.19,0.57,,6.03,0.25,0.19,0.06,,0.06,,,2021
Topsfield,3.25,,,,,,,,,,,,2.07,0.89,,0.3,0.44,0.15,1.18,,,,,1.18,,,,,,,,2021
Wenham,3.82,,,,,,,,,,,,1.34,,,,,,1.34,0.19,,0.19,,2.29,,,,,,,,2021
West Newbury,5.33,,,,,,,,,,,,1.85,0.62,0.21,,0.41,,1.23,0.21,,0.21,,3.08,0.21,0.21,,,,,,2021
Salem State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Merrimack College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Endicott College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Northern Essex Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Gordon College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Salem State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
North Shore Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Essex State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Essex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Franklin County,16.46,,,,0.51,0.51,,0.13,,0.01,0.04,0.07,6.39,2.28,0.13,0.42,0.96,0.76,4.11,2.05,1.3,0.66,0.08,6.79,0.57,0.52,0.03,0.01,0.03,,,2021
Ashfield,6.98,,,,,,,,,,,,1.16,0.58,,,,0.58,0.58,0.58,,0.58,,4.66,0.58,0.58,,,,,,2021
Bernardston,13.91,,,,0.48,0.48,,,,,,,2.4,0.96,0.48,,0.48,,1.44,1.92,0.48,1.44,,6.24,2.88,2.88,,,,,,2021
Buckland,4.87,,,,,,,,,,,,3.25,0.54,,,0.54,,2.71,,,,,1.62,,,,,,,,2021
Charlemont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Colrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Conway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Deerfield,11.11,,,,0.2,0.2,,,,,,,5.36,1.98,,0.4,1.19,0.4,3.37,1.59,0.99,0.2,0.4,3.97,,,,,,,,2021
Erving,16.63,,,,0.57,0.57,,,,,,,9.75,1.72,,1.15,0.57,,8.03,1.15,0.57,0.57,,4.59,0.57,0.57,,,,,,2021
Gill,7.47,,,,,,,,,,,,1.36,1.36,,,1.36,,,,,,,6.11,,,,,,,,2021
Greenfield,31.7,,,,1.05,1.05,,0.06,,,0.06,,10.97,2.73,0.12,0.75,1.68,0.17,8.25,4.94,3.95,0.87,0.12,13.53,1.05,1.05,,,0.12,,,2021
Hawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Leverett,4.36,,,,1.09,1.09,,,,,,,1.09,,,,,,1.09,,,,,2.18,,,,,,,,2021
Leyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Montague,21.77,,,,0,0,,0.49,,,0.24,0.24,10.64,7.46,0.24,0.61,1.22,5.38,3.18,3.06,1.35,1.59,0.12,7.09,0.49,0.37,,0.12,,,,2021
New Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Northfield,5.76,,,,0.34,0.34,,,,,,,2.71,,,,,,2.71,1.02,0.68,0.34,,1.69,,,,,,,,2021
Orange,22.76,,,,0.66,0.66,,0.53,,0.13,,0.4,6.75,2.91,0.26,0.53,1.99,0.13,3.84,1.72,0.4,1.19,0.13,12.18,0.93,0.79,0.13,,,,,2021
Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Shelburne,6.54,,,,,,,,,,,,3.82,,,,,,3.82,,,,,2.73,,,,,,,,2021
Shutesbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Sunderland,12.13,,,,1.93,1.93,,,,,,,5.24,0.83,,0.55,0.28,,4.41,0.83,0.28,0.55,,4.13,,,,,,,,2021
Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Whately,7.54,,,,,,,,,,,,1.89,0.63,,0.63,,,1.26,0.63,,0.63,,3.77,1.26,0.63,0.63,,,,,2021
Greenfield CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MBTA - Franklin County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Franklin State Police,3.29,,,,,,,,,,,,3.17,1.01,0.25,0.13,0.25,0.38,2.15,,,,,,0.13,0.13,,,,,,2021
Franklin State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Franklin State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Agawam,18.88,,,,0.35,0.31,0.03,0.21,0.03,,,0.17,8.8,2.85,0.21,0.45,1.43,0.77,5.95,2.43,1.11,1.15,0.17,6.22,0.77,0.7,,0.07,0.1,,,2021
Blandford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Western New England Coll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brimfield,5.64,,,,,,,,,,,,1.61,0.27,,,0.27,,1.34,0.81,,0.81,,1.88,1.07,1.07,,,0.27,,,2021
Chester,2.17,,,,,,,,,,,,0.72,,,,,,0.72,,,,,0.72,0.72,0.72,,,,,,2021
Granville,4.31,,,,,,,,,,,,4.31,1.23,,,0.62,0.62,3.08,,,,,,,,,,,,,2021
Hampden,7.11,,,,,,,,,,,,3.26,1.34,,0.38,0.38,0.58,1.92,,,,,3.26,0.58,0.38,,0.19,,,,2021
Holland,5.62,,,,,,,,,,,,2.41,0.4,,,,0.4,2.01,0.4,,,0.4,2.01,0.4,0.4,,,0.4,,,2021
Longmeadow,7.99,,,,,,,0.06,,,,0.06,1.78,0.19,,,0.19,,1.59,1.21,0.7,0.32,0.19,4.12,0.82,0.82,,,,,,2021
Ludlow,14.08,,,,,,,0.09,,,0.05,0.05,6.57,1.64,0.09,0.28,0.61,0.66,4.93,0.89,0.42,0.28,0.19,5.87,0.66,0.61,,0.05,0,,,2021
Monson,12.19,,,,0.45,0.45,,0.23,,0.23,,,7.79,2.15,0.56,0.11,1.02,0.45,5.65,1.47,0.9,0.56,,1.58,0.68,0.34,0.11,0.23,,,,2021
Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Palmer,20.98,0.08,0.08,,0.33,0.33,,,,,,,13.98,2.76,0.41,0.41,1.87,0.08,11.22,1.3,0.65,0.65,,4.88,0.41,0.41,,,0,,,2021
Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Southwick,10.17,,,,0.1,0.1,,,,,,,4.58,0.71,,0.1,0.31,0.31,3.86,1.63,1.12,0.51,,3.66,0.2,0.2,,,,,,2021
Tolland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
West Springfield,42.67,,,,1.01,1.01,,0.8,0.31,0.17,0.07,0.24,10.42,4.04,0.73,0.63,1.43,1.25,6.38,2.3,1.29,0.66,0.35,25.2,2.79,2.58,0.1,0.1,0.1,0.03,,2021
Wilbraham,16.89,,,,0.07,0.07,,0.2,0.07,,,0.13,7.6,1.61,0.87,0.13,0.27,0.34,5.99,1.01,0.87,0.07,0.07,7.2,0.81,0.74,0.07,,,,,2021
Westfield State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Holyoke Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Springfield Technical Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Western New England University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MBTA - Hampden County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Springfield College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Hampden State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Hampden State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Hampden State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Amherst,7.69,,,,0.66,0.66,,0.02,,0.02,,,3.53,0.98,0.05,0.15,0.51,0.27,2.55,0.71,0.24,0.42,0.05,2.47,0.27,0.24,,0.02,0.02,,,2021
Belchertown,8.32,,,,0.46,0.46,,0.07,,,0.07,,3.3,0.86,0.07,0.2,0.59,,2.44,0.79,0.33,0.46,,3.3,0.4,0.33,0.07,,,,,2021
Chesterfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Cummington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Mt. Holyoke College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Easthampton,11.32,,,,0.32,0.32,,,,,,,3.82,1.02,,0.32,0.32,0.38,2.8,0.45,0.25,0.06,0.13,6.23,0.51,0.51,,,,,,2021
Goshen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Granby,7.02,,,,0.32,0.32,,,,,,,3.35,0.64,,0.32,0.16,0.16,2.71,0.8,0.32,,0.48,2.23,0.16,0.16,,,0.16,,,2021
Hadley,26.24,,,,1.31,1.31,,0.19,,0.19,,,8.06,4.12,0.37,0.56,1.69,1.5,3.94,0.56,0.56,,,15.56,0.56,0.56,,,,,,2021
Hatfield,7.1,,,,,,,,,,,,4.01,2.47,,,1.23,1.23,1.54,0.31,0.31,,,2.78,,,,,,,,2021
Huntington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Middlefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Pelham,1.53,,,,,,,,,,,,1.53,0.77,,0.77,,,0.77,,,,,,,,,,,,,2021
Plainfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
South Hadley,20.43,,,,0.4,0.4,,,,,,,7.71,1.71,0.34,0.23,0.74,0.4,5.99,3.6,2.85,0.4,0.34,8.28,0.34,0.29,,0.06,0.11,,,2021
Southampton,5.65,,,,0.16,0.16,,,,,,,1.13,0.32,,0.16,0.16,,0.81,0.48,0.16,0.32,,3.87,,,,,,,,2021
Ware,15.66,,,,0.4,0.4,,0.2,0.1,,0.1,,10.91,4.55,0.3,,1.92,2.32,6.36,0.3,0.2,0.1,,3.64,0.2,0.2,,,,,,2021
Westhampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Williamsburg,8.95,,,,,,,0.41,,,0.41,,5.29,0.81,,,0.41,0.41,4.47,0.41,0.41,,,2.85,,,,,,,,2021
Worthington,0.85,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.85,,,,,,2021
U-Mass Amherst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Mt. Holyoke College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Amherst College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MBTA - Hampshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Hampshire State Police,6.83,,,,,,,,,,,,6.62,2.13,,0.21,0.64,1.28,4.48,,,,,,0.21,0.21,,,,,,2021
Hampshire State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Acton,7.8,,,,0.17,0.17,,,,,,,2.6,0.17,,,0.17,,2.43,0.67,0.25,0.42,,4.07,0.25,0.25,,,0.04,,,2021
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Arlington,5.09,,,,0.02,0.02,,0.09,,,0.07,0.02,2.03,0.31,,0.15,0.09,0.07,1.73,0.68,0.37,0.31,,2.16,0.11,0.11,,,,,,2021
Ashby,9.25,,,,0.93,0.93,,,,,,,2.16,0.62,,,0.62,,1.54,1.23,0.31,0.93,,4.63,0.31,0.31,,,,,,2021
Ashland,6.5,,,,0.06,0.06,,0.11,,0.06,,0.06,2.92,0.61,0.11,0.17,0.28,0.06,2.31,0.55,0.44,0.06,0.06,2.48,0.39,0.39,,,,,,2021
Ayer,12.44,,,,0.96,0.96,,,,,,,5.5,0.96,0.12,0.36,0.48,,4.55,1.08,0.84,0.24,,4.31,0.6,0.48,0.12,,,,,2021
Bedford,5.2,,,,0.14,0.14,,,,,,,0.77,0.14,,,0.14,,0.63,0.7,0.42,0.28,,3.44,0.14,0.07,,0.07,,,,2021
Belmont,8.51,0.04,0.04,,0.04,0.04,,0.04,,0.04,,,1.79,0.38,0.04,0.15,0.11,0.08,1.41,2.18,0.65,1.49,0.04,4.2,0.19,0.15,,0.04,0.04,,,2021
Billerica,7.19,,,,0.07,0.07,,0.05,,0.02,,0.02,2.96,0.62,,0.16,0.34,0.11,2.34,0.55,0.16,0.16,0.23,3.02,0.53,0.44,,0.09,0.02,,,2021
Boxborough,4.93,,,,0.17,0.17,,,,,,,2.21,0.51,,0.34,0.17,,1.7,0.51,0.17,0.34,,2.04,,,,,,,,2021
Burlington,14.23,,,,0.45,0.45,,0.03,,,,0.03,4.09,0.76,,0.14,0.34,0.28,3.33,0.62,0.41,0.14,0.07,8.53,0.45,0.45,,,0.07,,,2021
Carlisle,6.4,,,,0.19,0.19,,,,,,,1.32,0.19,,,0.19,,1.13,0.38,,0.38,,4.33,0.19,0.19,,,,,,2021
Chelmsford,8.92,,,,0.19,0.17,0.03,0.06,,0.03,0.03,,2.06,0.75,0.03,0.14,0.44,0.14,1.31,0.53,0.31,0.11,0.11,5.86,0.22,0.22,,,,,,2021
Concord,7.36,,,,0.11,0.11,,,,,,,2.94,0.58,,,0.42,0.16,2.37,0.53,0.16,0.37,,3.78,,,,,,,,2021
Dracut,9.69,,,,0.19,0.19,,0.09,,0.03,,0.06,4.8,1.54,0.25,0.09,1,0.19,3.26,0.69,0.53,0.16,,3.58,0.22,0.22,,,0.13,,,2021
Dunstable,2.9,,,,,,,,,,,,1.45,0.29,,,0.29,,1.16,,,,,1.16,,,,,0.29,,,2021
Holliston,6.01,,,,0.2,0.2,,0.07,0.07,,,,1.78,0.4,0.07,0.07,,0.26,1.39,0.79,0.33,0.26,0.2,3.04,0.13,0.13,,,,,,2021
Hopkinton,3.75,,,,,,,,,,,,2.08,0.78,,0.05,0.1,0.63,1.3,0.1,0.05,0.05,,1.41,0.16,0.16,,,,,,2021
Hudson,5.61,,,,0.15,0.15,,0.05,,0.05,,,3.36,1.15,,0.4,0.45,0.3,2.21,0.25,0.15,0.05,0.05,1.55,0.25,0.2,,0.05,0,,,2021
Lincoln,5.34,,,,0.14,0.14,,,,,,,1.83,,,,,,1.83,0.14,,,0.14,2.81,0.42,0.42,,,,,,2021
Littleton,5.73,,,,0.19,0.19,,,,,,,1.81,0.29,0.1,0.1,0.1,,1.53,0.19,0.1,0.1,,3.05,0.48,0.38,,0.1,,,,2021
Marlborough,23.89,,,,0.63,0.63,,0.23,0.03,0.08,0.08,0.05,12.63,2.75,0.23,0.48,1.39,0.66,9.88,1.18,0.48,0.35,0.35,8.29,0.91,0.86,,0.05,0.03,,,2021
Maynard,7.65,,,,0.35,0.35,,,,,,,4,1.56,0.35,0.17,0.7,0.35,2.43,0.52,0.35,0.09,0.09,2.43,0.35,0.35,,,,,,2021
Medford,13.77,,,,0.16,0.16,,0.29,0.02,0.02,0.05,0.21,4.89,1.07,0.16,0.18,0.53,0.19,3.82,0.74,0.26,0.36,0.13,6.94,0.71,0.61,,0.1,0.03,,,2021
Melrose,8.69,,,,0.04,0.04,,0.11,0.04,0.04,,0.04,3.27,0.93,,0.21,0.21,0.5,2.35,0.82,0.5,0.32,,3.74,0.68,0.68,,,0.04,,,2021
Natick,16.95,,,,0.25,0.25,,0.17,0.03,0.08,,0.06,4.49,0.88,0.11,0.22,0.36,0.19,3.6,0.66,0.44,0.22,,10.81,0.52,0.52,,,0.06,,,2021
Newton,7.63,,,,0.09,0.09,,0.06,,0.01,,0.05,1.78,0.48,0.03,0.12,0.29,0.03,1.3,0.83,0.5,0.26,0.08,4.64,0.23,0.2,,0.02,,,,2021
North Reading,5.95,,,,0.12,0.12,,0.12,,0.06,,0.06,2.17,0.68,,0.06,0.43,0.19,1.49,0.25,0.25,,,3.1,0.12,0.06,,0.06,0.06,,,2021
Pepperell,8.2,,,,0.16,0.16,,,,,,,3.69,0.98,0.16,0.08,0.41,0.33,2.71,0.82,0.57,0.25,,3.36,0.16,0.08,0.08,,,,,2021
Reading,6.18,,,,,,,0.04,,,0.04,,1.39,0.31,,0.15,0.08,0.08,1.08,0.39,0.12,0.19,0.08,4.17,0.12,0.12,,,0.08,,,2021
Sherborn,4.5,,,,,,,0.22,0.22,,,,2.47,,,,,,2.47,0.67,0.22,0.45,,0.67,0.45,0.45,,,,,,2021
Shirley,6.94,0.13,0.13,,0.26,0.26,,,,,,,3.53,1.83,0.79,,0.92,0.13,1.7,0.79,0.13,0.65,,1.7,0.52,0.52,,,,,,2021
Somerville,15.88,0.04,0.04,,0.19,0.19,,0.35,0.11,0.05,0.02,0.17,3.99,1.27,0.21,0.27,0.63,0.16,2.73,1.42,0.54,0.83,0.06,8.84,0.99,0.74,0.09,0.16,0.05,,,2021
Stoneham,9.41,,,,0.12,0.12,,0.16,,,0.12,0.04,3.23,0.9,0.04,0.16,0.41,0.29,2.33,1.64,0.57,0.98,0.08,3.97,0.25,0.2,0.04,,0.04,,,2021
Stow,3.7,,,,,,,0.14,,,0.14,,1.65,0.27,,,0.27,,1.37,0.41,0.27,0.14,,1.51,,,,,,,,2021
Sudbury,4.85,,,,0.1,0.1,,,,,,,2.83,0.66,0.05,0.05,0.25,0.3,2.17,0.2,0.15,0.05,,1.52,0.2,0.2,,,,,,2021
Townsend,12.85,,,,0.42,0.42,,0.21,,,0.1,0.1,5.64,2.09,,0.31,0.94,0.84,3.55,3.76,3.45,0.1,0.21,2.3,0.42,0.31,,0.1,0.1,,,2021
Tyngsborough,5.98,,,,0.08,0.08,,,,,,,3.03,0.7,,0.16,0.39,0.16,2.33,0.54,0.31,0.23,,1.86,0.47,0.39,,0.08,,,,2021
Wakefield,7.83,0.04,0.04,,0.22,0.22,,,,,,,4.19,0.87,,0.18,0.33,0.36,3.31,0.47,0.18,0.18,0.11,2.55,0.33,0.29,0.04,,0.04,,,2021
Waltham,8.61,,,,0.14,0.14,,0.13,0.05,,,0.08,3.59,0.93,0.1,0.14,0.61,0.08,2.66,0.62,0.29,0.32,0.02,3.84,0.26,0.21,0.02,0.03,0.03,,,2021
Watertown,12.51,,,,0.19,0.19,,0.11,0.03,,,0.08,4.99,0.79,0.14,0.11,0.46,0.08,4.21,0.71,0.41,0.24,0.05,5.89,0.6,0.52,0.05,0.03,0.03,,,2021
Wayland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Westford,3.29,,,,0.04,0.04,,0.04,,,0,0.04,0.77,0.23,0.04,0.04,0.08,0.08,0.54,0.35,0.15,0.08,0.12,1.94,0.15,0.12,0.04,,,,,2021
Weston,3.53,,,,0.33,0.33,,,,,,,0.98,0.25,,,0.16,0.08,0.74,0.74,0.16,0.57,,1.39,0.08,0.08,,,,,,2021
Wilmington,10.74,,,,0.04,0.04,,,,,,,4.29,0.85,0.04,0.13,0.42,0.25,3.44,0.64,0.13,0.38,0.13,5.47,0.3,0.3,,,,,,2021
Winchester,4.31,,,,0.04,0.04,,0.04,,0.04,,,0.65,0.22,,,0.04,0.17,0.44,0.57,0.48,0.09,,2.87,0.13,0.09,,0.04,,,,2021
Woburn,14.3,0.02,,0.02,0.07,0.07,,0.17,0.05,0.07,,0.05,3.75,0.94,0.1,0.3,0.27,0.27,2.81,0.91,0.62,0.3,,7.91,1.41,1.11,0.02,0.27,0.02,,0.02,2021
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Bentley College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Framingham State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
U-Mass Lowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Boston and Maine Railroad Police Dept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Harvard University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tufts University Medford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tufts University since 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Boston College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Lasell College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Mount IDA College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MBTA - Middlesex County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Boston College(Old ORI pre-2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Framingham SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Tufts University prior 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Middlesex State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Middlesex State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Middlesex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Middlesex State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Nantucket County,24.83,,,,0.43,0.43,,,,,,,8.36,1.72,0.09,0.34,0.69,0.6,6.64,2.41,1.64,0.69,0.09,12.41,1.21,1.21,,,,,,2021
Nantucket,24.83,,,,0.43,0.43,,,,,,,8.36,1.72,0.09,0.34,0.69,0.6,6.64,2.41,1.64,0.69,0.09,12.41,1.21,1.21,,,,,,2021
MBTA - Nantucket County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Nantucket State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Mt. Ida College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Avon,32.82,,,,,,,0.22,0.22,,,,5.83,1.73,0.43,,1.3,,4.1,1.3,0.65,0.43,0.22,23.75,1.51,1.08,,0.43,0.22,,,2021
Bellingham,15.14,0.06,0.06,,0.11,0.11,,0.06,,,,0.06,5.16,1.59,0.34,0.28,0.62,0.34,3.57,0.45,0.23,0.06,0.17,8.85,0.4,0.34,0.06,,0.06,,,2021
Braintree,13.84,,,,0.08,0.08,,0.05,,,,0.05,4.22,1.62,0.16,0.27,0.5,0.69,2.6,0.48,0.24,0.24,,8.1,0.9,0.8,0.08,0.03,,,,2021
Canton,10.38,,,,0.33,0.33,,0.12,,,0.04,0.08,4.11,2.6,0.08,0.16,0.61,1.75,1.51,0.45,0.28,0.16,,4.97,0.41,0.41,,,,,,2021
Cohasset,7.9,,,,0.11,0.11,,,,,,,2.86,0.46,,,0.34,0.11,2.4,1.03,0.11,0.8,0.11,3.89,,,,,,,,2021
Dedham,14.55,,,,,,,0.16,0.08,,0.04,0.04,2.57,0.54,,0.19,0.08,0.27,2.02,0.62,0.35,0.23,0.04,10.51,0.7,0.62,0.08,,,,,2021
Dover,1.6,,,,,,,,,,,,0.32,,,,,,0.32,,,,,1.28,,,,,,,,2021
Foxborough,16.99,,,,0.59,0.59,,0.11,,,,0.11,9.69,1.65,0.21,0.05,1.28,0.11,8.04,0.37,0.21,0.16,,5.43,0.8,0.75,,0.05,,,,2021
Franklin,4.09,0.06,0.03,0.03,,,,,,,,,2.31,0.82,0.31,0.11,0.34,0.06,1.5,0.45,0.2,0.17,0.08,1.16,0.08,,,0.08,0.03,,,2021
Holbrook,26.7,,,,0.72,0.72,,0.45,0.09,0.09,0.09,0.18,13.53,2.78,0.18,0.36,1.79,0.45,10.75,1.61,0.81,0.54,0.27,8.96,1.34,1.34,,,0.09,,,2021
Medfield,4.3,,,,0.38,0.38,,0.08,,,,0.08,1.88,0.53,,0.3,0.08,0.15,1.36,0.45,0.3,,0.15,1.36,0.15,0.15,,,,,,2021
Medway,4.1,,,,0.07,0.07,,,,,,,1.61,0.29,,0.22,0.07,,1.32,0.29,0.22,0.07,,1.98,0.15,0.15,,,,,,2021
Millis,4.72,,,,0.12,0.12,,,,,,,2.3,0.69,,,0.12,0.58,1.61,0.46,0.12,0.35,,1.84,,,,,,,,2021
Milton,4.77,0.04,0.04,,0.07,0.07,,0.07,0.04,,0.04,,0.61,0.18,,,0.11,0.07,0.43,0.39,0.21,0.18,,3.33,0.25,0.25,,,,,,2021
Needham,5.97,,,,0.03,0.03,,0.03,,,,0.03,2.05,0.37,,0.06,0.28,0.03,1.68,0.65,0.22,0.28,0.16,3.02,0.16,0.16,,,0.03,,,2021
Norfolk,4.86,,,,0.16,0.16,,,,,,,1.89,0.16,,,0.08,0.08,1.73,0.41,0.16,0.16,0.08,2.3,0.08,,,0.08,,,,2021
Norwood,13.21,0.03,0.03,,0.07,0.07,,0.07,,,,0.07,4.57,1.19,0.2,0.13,0.76,0.1,3.38,0.56,0.2,0.33,0.03,6.89,0.99,0.99,,,0.03,,,2021
Sharon,4.21,,,,0.16,0.16,,0.05,0.05,,,,1.3,0.47,0.05,,0.31,0.1,0.83,0.16,0.05,0.1,,2.29,0.21,0.21,,,0.05,,,2021
Walpole,12.89,,,,0.37,0.37,,0.04,,,,0.04,4.97,0.59,0.07,0.11,0.37,0.04,4.38,0.52,0.33,0.11,0.07,6.66,0.33,0.26,0.04,0.04,,,,2021
Wellesley,5.57,,,,0.03,0.03,,,,,,,1.27,0.14,,,0.14,,1.13,0.48,0.34,0.1,0.03,3.33,0.41,0.41,,,0.03,,,2021
Westwood,9.9,,,,0.06,0.06,,0.06,,,,0.06,2.33,0.3,,0.18,0.12,,2.03,0.3,0.18,0.06,0.06,6.8,0.3,0.18,0.06,0.06,,0.06,,2021
